abjecções;abjeções
desafectares;desafetares
desafectaria;desafetaria
desafectariam;desafetariam
desafectarias;desafetarias
desafectarmos;desafetarmos
desafectarão;desafetarão
desafectarás;desafetarás
desafectas;desafetas
desafectasse;desafetasse
desafectassem;desafetassem
desafectasses;desafetasses
desafectaste;desafetaste
desafectastes;desafetastes
desafectava;desafetava
desafectavam;desafetavam
desafectavas;desafetavas
desafecte;desafete
desafectei;desafetei
desafecteis;desafeteis
desafectem;desafetem
desafectemos;desafetemos
desafectes;desafetes
desafectámos;desafetámos
desafecto;desafeto
desafectos;desafetos
desafectou;desafetou
desafectáramos;desafetáramos
desafectáreis;desafetáreis
desafectásseis;desafetásseis
desafectássemos;desafetássemos
desafectávamos;desafetávamos
desafectáveis;desafetáveis
descaracterizada;descaracterizada
descaracterizadas;descaracterizadas
descaracteriza;descaracteriza
descaracterizado;descaracterizado
descaracterizadora;descaracterizadora
descaracterizadoras;descaracterizadoras
descaracterizador;descaracterizador
descaracterizadores;descaracterizadores
descaracterizados;descaracterizados
descaracterizações;descaracterizações
descaracterizai;descaracterizai
descaracterizais;descaracterizais
descaracterizam;descaracterizam
descaracterizamos;descaracterizamos
descaracterizando;descaracterizando
descaracterizante;descaracterizante
descaracterizantes;descaracterizantes
descaracterização;descaracterização
descaracterizara;descaracterizara
descaracterizaram;descaracterizaram
descaracterizaríamos;descaracterizaríamos
descaracterizaras;descaracterizaras
descaracterizará;descaracterizará
descaracterizar;descaracterizar
descaracterizardes;descaracterizardes
descaracterizarei;descaracterizarei
descaracterizaríeis;descaracterizaríeis
descaracterizareis;descaracterizareis
descaracterizarem;descaracterizarem
descaracterizaremos;descaracterizaremos
descaracterizares;descaracterizares
descaracterizaria;descaracterizaria
descaracterizariam;descaracterizariam
descaracterizarias;descaracterizarias
descaracterizar-lha;descaracterizar-lha
descaracterizar-lhas;descaracterizar-lhas
descaracterizar-lhe;descaracterizar-lhe
descaracterizar-lhes;descaracterizar-lhes
descaracterizar-lho;descaracterizar-lho
descaracterizar-lhos;descaracterizar-lhos
descaracterizar-me;descaracterizar-me
descaracterizar-me-ei;descaracterizar-me-ei
descaracterizar-me-ia;descaracterizar-me-ia
descaracterizarmos;descaracterizarmos
descaracterizar-nos-íamos;descaracterizar-nos-íamos
descaracterizar-nos;descaracterizar-nos
descaracterizar-nos-emos;descaracterizar-nos-emos
descaracterizarão;descaracterizarão
descaracterizarás;descaracterizarás
descaracterizar-se-á;descaracterizar-se-á
descaracterizar-se;descaracterizar-se
descaracterizar-se-ia;descaracterizar-se-ia
descaracterizar-se-iam;descaracterizar-se-iam
descaracterizar-se-ão;descaracterizar-se-ão
descaracterizar-te-á;descaracterizar-te-á
descaracterizar-te;descaracterizar-te
descaracterizar-te-ei;descaracterizar-te-ei
descaracterizar-te-ias;descaracterizar-te-ias
descaracterizar-te-ás;descaracterizar-te-ás
descaracterizar-vos;descaracterizar-vos
descaracterizar-vos-íeis;descaracterizar-vos-íeis
descaracterizar-vos-eis;descaracterizar-vos-eis
descaracterizas;descaracterizas
descaracterizasse;descaracterizasse
descaracterizassem;descaracterizassem
descaracterizasses;descaracterizasses
descaracterizaste;descaracterizaste
descaracterizastes;descaracterizastes
descaracterizava;descaracterizava
descaracterizavam;descaracterizavam
descaracterizavas;descaracterizavas
descaracterize;descaracterize
descaracterizei;descaracterizei
descaracterizeis;descaracterizeis
descaracterizem;descaracterizem
descaracterizemos;descaracterizemos
descaracterizes;descaracterizes
descaracterizá-la;descaracterizá-la
descaracterizá-las;descaracterizá-las
descaracterizá-lo-íamos;descaracterizá-lo-íamos
descaracterizá-lo-á;descaracterizá-lo-á
descaracterizá-lo;descaracterizá-lo
descaracterizá-lo-ei;descaracterizá-lo-ei
descaracterizá-lo-íeis;descaracterizá-lo-íeis
descaracterizá-lo-eis;descaracterizá-lo-eis
descaracterizá-lo-emos;descaracterizá-lo-emos
descaracterizá-lo-ia;descaracterizá-lo-ia
descaracterizá-lo-iam;descaracterizá-lo-iam
descaracterizá-lo-ias;descaracterizá-lo-ias
descaracterizá-lo-ão;descaracterizá-lo-ão
descaracterizá-lo-ás;descaracterizá-lo-ás
descaracterizá-los;descaracterizá-los
descaracterizámos;descaracterizámos
descaracterizo;descaracterizo
descaracterizou;descaracterizou
descaracterizáramos;descaracterizáramos
descaracterizáreis;descaracterizáreis
descaracterizásseis;descaracterizásseis
descaracterizássemos;descaracterizássemos
descaracterizávamos;descaracterizávamos
descaracterizáveis;descaracterizáveis
descontracções;descontrações
descontracção;descontração
desenjoo;desenjoo
desinfeccionada;desinfecionada
desinfeccionadas;desinfecionadas
desinfecciona;desinfeciona
desinfeccionado;desinfecionado
desinfeccionados;desinfecionados
desinfeccionai;desinfecionai
desinfeccionais;desinfecionais
desinfeccionam;desinfecionam
desinfeccionamos;desinfecionamos
desinfeccionando;desinfecionando
desinfeccionara;desinfecionara
desinfeccionaram;desinfecionaram
desinfeccionaríamos;desinfecionaríamos
desinfeccionaras;desinfecionaras
desinfeccionardes;desinfecionardes
desinfeccionará;desinfecionará
desinfeccionar;desinfecionar
desinfeccionarei;desinfecionarei
desinfeccionaríeis;desinfecionaríeis
desinfeccionareis;desinfecionareis
desinfeccionarem;desinfecionarem
desinfeccionaremos;desinfecionaremos
desinfeccionares;desinfecionares
desinfeccionaria;desinfecionaria
desinfeccionariam;desinfecionariam
desinfeccionarias;desinfecionarias
desinfeccionar-lha;desinfecionar-lha
desinfeccionar-lhas;desinfecionar-lhas
desinfeccionar-lhe;desinfecionar-lhe
desinfeccionar-lhes;desinfecionar-lhes
desinfeccionar-lho;desinfecionar-lho
desinfeccionar-lhos;desinfecionar-lhos
desinfeccionar-me;desinfecionar-me
desinfeccionar-me-ei;desinfecionar-me-ei
desinfeccionar-me-ia;desinfecionar-me-ia
desinfeccionarmos;desinfecionarmos
desinfeccionar-nos-íamos;desinfecionar-nos-íamos
desinfeccionar-nos;desinfecionar-nos
desinfeccionar-nos-emos;desinfecionar-nos-emos
desinfeccionarão;desinfecionarão
desinfeccionarás;desinfecionarás
desinfeccionar-se-á;desinfecionar-se-á
desinfeccionar-se;desinfecionar-se
desinfeccionar-se-ia;desinfecionar-se-ia
desinfeccionar-se-iam;desinfecionar-se-iam
desinfeccionar-se-ão;desinfecionar-se-ão
desinfeccionar-te-á;desinfecionar-te-á
desinfeccionar-te;desinfecionar-te
desinfeccionar-te-ei;desinfecionar-te-ei
desinfeccionar-te-ias;desinfecionar-te-ias
desinfeccionar-te-ás;desinfecionar-te-ás
desinfeccionar-vos;desinfecionar-vos
desinfeccionar-vos-íeis;desinfecionar-vos-íeis
desinfeccionar-vos-eis;desinfecionar-vos-eis
desinfeccionas;desinfecionas
desinfeccionasse;desinfecionasse
desinfeccionassem;desinfecionassem
desinfeccionasses;desinfecionasses
desinfeccionaste;desinfecionaste
desinfeccionastes;desinfecionastes
desinfeccionava;desinfecionava
desinfeccionavam;desinfecionavam
desinfeccionavas;desinfecionavas
desinfeccione;desinfecione
desinfeccionei;desinfecionei
desinfeccioneis;desinfecioneis
desinfeccionem;desinfecionem
desinfeccionemos;desinfecionemos
desinfecciones;desinfeciones
desinfeccioná-la;desinfecioná-la
desinfeccioná-las;desinfecioná-las
desinfeccioná-lo-íamos;desinfecioná-lo-íamos
desinfeccioná-lo-á;desinfecioná-lo-á
desinfeccioná-lo;desinfecioná-lo
desinfeccioná-lo-ei;desinfecioná-lo-ei
desinfeccioná-lo-íeis;desinfecioná-lo-íeis
desinfeccioná-lo-eis;desinfecioná-lo-eis
desinfeccioná-lo-emos;desinfecioná-lo-emos
desinfeccioná-lo-ia;desinfecioná-lo-ia
desinfeccioná-lo-iam;desinfecioná-lo-iam
desinfeccioná-lo-ias;desinfecioná-lo-ias
desinfeccioná-lo-ão;desinfecioná-lo-ão
desinfeccioná-lo-ás;desinfecioná-lo-ás
desinfeccioná-los;desinfecioná-los
desinfeccionámos;desinfecionámos
desinfecciono;desinfeciono
desinfeccionou;desinfecionou
desinfeccionáramos;desinfecionáramos
desinfeccionáreis;desinfecionáreis
desinfeccionásseis;desinfecionásseis
desinfeccionássemos;desinfecionássemos
desinfeccionávamos;desinfecionávamos
desinfeccionáveis;desinfecionáveis
desinfecção;desinfeção
desinfectada;desinfetada
desinfectadas;desinfetadas
desinfecta;desinfeta
desinfectado;desinfetado
desinfectadora;desinfetadora
desinfectadoras;desinfetadoras
desinfectador;desinfetador
desinfectadores;desinfetadores
desinfectados;desinfetados
desinfectai;desinfetai
desinfectais;desinfetais
desinfectam;desinfetam
desinfectamos;desinfetamos
desinfectando;desinfetando
desinfectante;desinfetante
desinfectantes;desinfetantes
desinfectara;desinfetara
desinfectaram;desinfetaram
desinfectaríamos;desinfetaríamos
desinfectaras;desinfetaras
desinfectardes;desinfetardes
desinfectará;desinfetará
desinfectar;desinfetar
desinfectarei;desinfetarei
desinfectaríeis;desinfetaríeis
desinfectareis;desinfetareis
desinfectarem;desinfetarem
desinfectaremos;desinfetaremos
desinfectares;desinfetares
desinfectaria;desinfetaria
desinfectariam;desinfetariam
desinfectarias;desinfetarias
desinfectar-lha;desinfetar-lha
desinfectar-lhas;desinfetar-lhas
desinfectar-lhe;desinfetar-lhe
desinfectar-lhes;desinfetar-lhes
desinfectar-lho;desinfetar-lho
desinfectar-lhos;desinfetar-lhos
desinfectar-me;desinfetar-me
desinfectar-me-ei;desinfetar-me-ei
desinfectar-me-ia;desinfetar-me-ia
desinfectarmos;desinfetarmos
desinfectar-nos-íamos;desinfetar-nos-íamos
desinfectar-nos;desinfetar-nos
desinfectar-nos-emos;desinfetar-nos-emos
desinfectarão;desinfetarão
desinfectarás;desinfetarás
desinfectar-se-á;desinfetar-se-á
desinfectar-se;desinfetar-se
desinfectar-se-ia;desinfetar-se-ia
desinfectar-se-iam;desinfetar-se-iam
desinfectar-se-ão;desinfetar-se-ão
desinfectar-te-á;desinfetar-te-á
desinfectar-te;desinfetar-te
desinfectar-te-ei;desinfetar-te-ei
desinfectar-te-ias;desinfetar-te-ias
desinfectar-te-ás;desinfetar-te-ás
desinfectar-vos;desinfetar-vos
desinfectar-vos-íeis;desinfetar-vos-íeis
desinfectar-vos-eis;desinfetar-vos-eis
desinfectas;desinfetas
desinfectasse;desinfetasse
desinfectassem;desinfetassem
desinfectasses;desinfetasses
desinfectaste;desinfetaste
desinfectastes;desinfetastes
desinfectava;desinfetava
desinfectavam;desinfetavam
desinfectavas;desinfetavas
desinfecte;desinfete
desinfectei;desinfetei
desinfecteis;desinfeteis
desinfectem;desinfetem
desinfectemos;desinfetemos
desinfectes;desinfetes
desinfectá-la;desinfetá-la
desinfectá-las;desinfetá-las
desinfectá-lo-íamos;desinfetá-lo-íamos
desinfectá-lo-á;desinfetá-lo-á
desinfectá-lo;desinfetá-lo
desinfectá-lo-ei;desinfetá-lo-ei
desinfectá-lo-íeis;desinfetá-lo-íeis
desinfectá-lo-eis;desinfetá-lo-eis
desinfectá-lo-emos;desinfetá-lo-emos
desinfectá-lo-ia;desinfetá-lo-ia
desinfectá-lo-iam;desinfetá-lo-iam
desinfectá-lo-ias;desinfetá-lo-ias
desinfectá-lo-ão;desinfetá-lo-ão
desinfectá-lo-ás;desinfetá-lo-ás
desinfectá-los;desinfetá-los
desinfectámos;desinfetámos
desinfecto;desinfeto
desinfectou;desinfetou
desinfectáramos;desinfetáramos
desinfectáreis;desinfetáreis
desinfectásseis;desinfetásseis
desinfectássemos;desinfetássemos
desinfectávamos;desinfetávamos
desinfectáveis;desinfetáveis
desprotecções;desproteções
desprotecção;desproteção
detecções;deteções
detecção;deteção
detectada;detetada
detectadas;detetadas
detecta;deteta
detectado;detetado
detectados;detetados
detectai;detetai
detectais;detetais
detectam;detetam
detectamos;detetamos
detectando;detetando
detectara;detetara
detectaram;detetaram
detectaríamos;detetaríamos
detectaras;detetaras
detectardes;detetardes
detectará;detetará
detectar;detetar
detectarei;detetarei
detectaríeis;detetaríeis
detectareis;detetareis
detectarem;detetarem
detectaremos;detetaremos
detectares;detetares
detectaria;detetaria
detectariam;detetariam
detectarias;detetarias
detectar-lha;detetar-lha
detectar-lhas;detetar-lhas
detectar-lhe;detetar-lhe
detectar-lhes;detetar-lhes
detectar-lho;detetar-lho
detectar-lhos;detetar-lhos
detectar-me;detetar-me
detectar-me-ei;detetar-me-ei
detectar-me-ia;detetar-me-ia
detectarmos;detetarmos
detectar-nos-íamos;detetar-nos-íamos
detectar-nos;detetar-nos
detectar-nos-emos;detetar-nos-emos
detectarão;detetarão
detectarás;detetarás
detectar-se-á;detetar-se-á
detectar-se;detetar-se
detectar-se-ia;detetar-se-ia
detectar-se-iam;detetar-se-iam
detectar-se-ão;detetar-se-ão
detectar-te-á;detetar-te-á
detectar-te;detetar-te
detectar-te-ei;detetar-te-ei
detectar-te-ias;detetar-te-ias
detectar-te-ás;detetar-te-ás
detectar-vos;detetar-vos
detectar-vos-íeis;detetar-vos-íeis
detectar-vos-eis;detetar-vos-eis
detectas;detetas
detectasse;detetasse
detectassem;detetassem
detectasses;detetasses
detectaste;detetaste
detectastes;detetastes
detectava;detetava
detectavam;detetavam
detectavas;detetavas
detecte;detete
detectei;detetei
detecteis;deteteis
detectem;detetem
detectemos;detetemos
detectes;detetes
detectiva;detetiva
detective;detetive
detectives;detetives
detectá-la;detetá-la
detectá-las;detetá-las
detectá-lo-íamos;detetá-lo-íamos
detectá-lo-á;detetá-lo-á
detectá-lo;detetá-lo
detectá-lo-ei;detetá-lo-ei
detectá-lo-íeis;detetá-lo-íeis
detectá-lo-eis;detetá-lo-eis
detectá-lo-emos;detetá-lo-emos
detectá-lo-ia;detetá-lo-ia
detectá-lo-iam;detetá-lo-iam
detectá-lo-ias;detetá-lo-ias
detectá-lo-ão;detetá-lo-ão
detectá-lo-ás;detetá-lo-ás
detectá-los;detetá-los
detectámos;detetámos
detecto;deteto
detector;detetor
detectores;detetores
detectou;detetou
detectáramos;detetáramos
detectáreis;detetáreis
detectásseis;detetásseis
detectássemos;detetássemos
detectávamos;detetávamos
detectáveis;detetáveis
detectável;detetável
detracção;detração
detractivo;detrativo
detractor;detrator
detractores;detratores
dialéctica;dialética
dialécticas;dialéticas
dialéctico;dialético
dialécticos;dialéticos
dialectal;dialetal
dialectóloga;dialetóloga
dialectólogas;dialetólogas
dialectólogo;dialetólogo
dialectólogos;dialetólogos
dialecto;dialeto
dialectológica;dialetológica
dialectológicas;dialetológicas
dialectológico;dialetológico
dialectológicos;dialetológicos
dialectologia;dialetologia
dialectologias;dialetologias
dialectologista;dialetologista
dialectologistas;dialetologistas
dialectos;dialetos
diarreia;diarreia
diarreias;diarreias
diarreica;diarreica
diarreicas;diarreicas
diarreico;diarreico
diarreicos;diarreicos
didacta;didata
didactas;didatas
didacticamente;didaticamente
didactismo;didatismo
didactismos;didatismos
didáctica;didática
didácticas;didáticas
didáctico;didático
didácticos;didáticos
dieléctrica;dielétrica
dieléctricas;dielétricas
dieléctrico;dielétrico
difracção;difração
difractada;difratada
difractadas;difratadas
difracta;difrata
difractado;difratado
difractados;difratados
difractai;difratai
difractais;difratais
difractam;difratam
difractamos;difratamos
difractando;difratando
difractara;difratara
difractaram;difrataram
difractaríamos;difrataríamos
difractaras;difrataras
difractardes;difratardes
difractará;difratará
difractar;difratar
difractarei;difratarei
difractaríeis;difrataríeis
difractareis;difratareis
difractarem;difratarem
difractaremos;difrataremos
difractares;difratares
difractaria;difrataria
difractariam;difratariam
difractarias;difratarias
difractar-lha;difratar-lha
difractar-lhas;difratar-lhas
difractar-lhe;difratar-lhe
difractar-lhes;difratar-lhes
difractar-lho;difratar-lho
difractar-lhos;difratar-lhos
difractar-me;difratar-me
difractar-me-ei;difratar-me-ei
difractar-me-ia;difratar-me-ia
difractarmos;difratarmos
difractar-nos-íamos;difratar-nos-íamos
difractar-nos;difratar-nos
difractar-nos-emos;difratar-nos-emos
difractarão;difratarão
difractarás;difratarás
difractar-se-á;difratar-se-á
difractar-se;difratar-se
difractar-se-ia;difratar-se-ia
difractar-se-iam;difratar-se-iam
difractar-se-ão;difratar-se-ão
difractar-te-á;difratar-te-á
difractar-te;difratar-te
difractar-te-ei;difratar-te-ei
difractar-te-ias;difratar-te-ias
difractar-te-ás;difratar-te-ás
difractar-vos;difratar-vos
difractar-vos-íeis;difratar-vos-íeis
difractar-vos-eis;difratar-vos-eis
difractas;difratas
difractasse;difratasse
difractassem;difratassem
difractasses;difratasses
difractaste;difrataste
difractastes;difratastes
difractava;difratava
difractavam;difratavam
difractavas;difratavas
difracte;difrate
difractei;difratei
